col0,col1,col2,col3
Typhoon Koppu,2015-10-11,Ryukyu Islands,130
Typhoon Goni,2015-08-13,Mariana Islands,120
Typhoon Nangka,2015-07-02,Mariana Islands,135
Typhoon Dolphin,2015-05-06,Caroline Islands,140
Typhoon Koppu,2015-10-11,Northern Mariana Islands,130
Typhoon Goni,2015-08-13,Guam,120
Typhoon Nangka,2015-07-02,Guam,135
Typhoon Dolphin,2015-05-06,Guam,140
Typhoon Koppu,2015-10-11,Philippines,130
Typhoon Goni,2015-08-13,South Korea,120
Typhoon Koppu,2015-10-11,Taiwan,130
Typhoon Goni,2015-08-13,Taiwan,120
Typhoon Nangka,2015-07-02,Marshall Islands,135
