col0,col1,col2,col3
Hank Henshaw,National Aeronautics and Space Administration,Hank Henshaw,superhuman endurance
Cyborgirl,Secret Society of Super Villains,Cyborgirl,energy manipulation
Hank Henshaw,National Aeronautics and Space Administration,Hank Henshaw,flight
Bloodshot,Unity,Bloodshot,technopathy
Garrison Kane,Clan Chosen,Garrison Kane,technopathy
Hank Henshaw,Superman Revenge Squad,Hank Henshaw,technopathy
Garrison Kane,Six Pack,Garrison Kane,technopathy
Hank Henshaw,Sinestro Corps,Hank Henshaw,technopathy
Garrison Kane,Weapon X,Garrison Kane,technopathy
Hank Henshaw,Manhunters,Hank Henshaw,technopathy
Cyborgirl,Villainy Inc.,Cyborgirl,superhuman senses
Hank Henshaw,Manhunters,Hank Henshaw,superhuman senses
Cyborgirl,Secret Society of Super Villains,Cyborgirl,superhuman senses
