col0,col1,col2,col3,col4
Seevetal,105.1,14,municipality of Germany,Hamburg
Kreischa,28.92,257,municipality of Germany,Bannewitz
Winsen,109.77,5,urban municipality of Germany,Hamburg
Wilsdruff,81.6,273,urban municipality of Germany,Freital
Neu Wulmstorf,56.16,7,Einheitsgemeinde of Germany,Hamburg
Rosengarten,63.67,85,Einheitsgemeinde of Germany,Hamburg
Winsen,109.77,5,Einheitsgemeinde of Germany,Hamburg
Buchholz in der Nordheide,74.76,50,Einheitsgemeinde of Germany,Wenzendorf
Wilsdruff,81.6,273,Einheitsgemeinde of Germany,Freital
Winsen,109.77,5,independent community,Hamburg
Rosengarten,63.67,85,municipality of Germany,Hamburg
Winsen,109.77,5,district capital,Hamburg
Hohnstein,64.61,330,urban municipality of Germany,Dürrröhrsdorf-Dittersbach
Dippoldiswalde,103.99,375,urban municipality of Germany,Glashütte
