col0,col1,col2,col3
St. Gallen railway station,St. Gallen AB station,Canton of St. Gallen,1856-01-01
Granada Station,Estación Ferrocarril,Granada,1874-01-01
Gotha station,Gotha Hauptbahnhof (tram stop),Gotha,1847-01-01
Circular Quay railway station,Circular Quay tram stop,New South Wales,1956-01-22
Puttgarden station,Puttgarden Port,Fehmarn,1963-05-14
Herne station,U-Bahnhof Herne Bahnhof,Herne,1914-01-01
Firenze Porta al Prato railway station,Porta al Prato,Florence,2008-01-01
Firenze Santa Maria Novella railway station,Alamanni Stazione,Florence,1848-01-01
Frankfurt South station,Südbahnhof,Frankfurt am Main,1873-01-01
Magdeburg Südost station,"S-Bahnhof Südost (tram stop, Magdeburg)",Magdeburg,1884-01-01
Dortmund-Hörde station,Hörde Bahnhof metro station,Dortmund,1855-07-09
Brig railway station,Brig Bahnhofplatz railway station,canton of Valais,1906-01-01
Visp railway station,Visp MGB-bvz railway station,canton of Valais,1929-01-01
Zurich Stadelhofen railway station,Zürich Stadelhofen FB station,Zürich,1894-01-01
Mahlsdorf railway station,Straßenbahn Haltestelle S Mahlsdorf,Berlin,1895-09-01
