col0,col1,col2,col3
Xinghuo railway station,People's Republic of China,Beijing railway junction,Dongfeng
Hojo interchange,Japan,Hojo Yuhara road,Hokuei
Xizhan Station,People's Republic of China,Tianjin Metro,Hongqiao District
Haiguangsi station,People's Republic of China,Tianjin Metro,Nankai District
Caijingdaxue station,People's Republic of China,Tianjin Metro,"Hexi District, Tianjin"
Berlin Brandenburg Airport railway station,Germany,Berlin S-Bahn,Schönefeld
Imabari-Asakura interchange,Japan,Imabari-Komatsu Expressway,Imabari
Anhuaqiao station,People's Republic of China,Beijing Subway,Chaoyang District
Yong'anli station,People's Republic of China,Beijing Subway,Chaoyang District
Zhangzizhonglu station,People's Republic of China,Beijing Subway,Dongcheng District
Wangfujing station,People's Republic of China,Beijing Subway,Dongcheng District
