col0,col1,col2,col3
Novaia Praga Ghetto,Ukraine,ghetto in Nazi-occupied Europe,Nova Praha
Buki Ghetto,Ukraine,ghetto in Nazi-occupied Europe,Buky
Ratno Ghetto,Ukraine,ghetto in Nazi-occupied Europe,Ratne
Bychawa Ghetto,Poland,ghetto in Nazi-occupied Europe,Bychawa
Kuldiga Ghetto,Latvia,ghetto in Nazi-occupied Europe,Kuldīga
Fastov Ghetto,Ukraine,ghetto in Nazi-occupied Europe,Fastiv
Mokrowo Ghetto,Belarus,ghetto in Nazi-occupied Europe,Mokrava
Mikulince Ghetto,Ukraine,ghetto in Nazi-occupied Europe,Mykulyntsi
Barashi Ghetto,Ukraine,ghetto in Nazi-occupied Europe,Barashi
Mikhalpol’ Ghetto,Ukraine,ghetto in Nazi-occupied Europe,Mykhailivka
Mielnica Ghetto,Ukraine,ghetto in Nazi-occupied Europe,Melnytsia
Mažeikiai Ghetto,Lithuania,ghetto in Nazi-occupied Europe,Mažeikiai
