col0,col1,col2,col3,col4,col5,col6
1958 Irish Open Badminton Championships,open championship,1957 Irish Open Badminton Championships,1958-01-01,1959 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1957 Irish Open Badminton Championships,open championship,1956 Irish Open Badminton Championships,1957-01-01,1958 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1956 Irish Open Badminton Championships,open championship,1955 Irish Open Badminton Championships,1956-01-01,1957 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1955 Irish Open Badminton Championships,open championship,1954 Irish Open Badminton Championships,1955-01-01,1956 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1954 Irish Open Badminton Championships,open championship,1953 Irish Open Badminton Championships,1954-01-01,1955 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1953 Irish Open Badminton Championships,open championship,1952 Irish Open Badminton Championships,1953-01-01,1954 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1951 Irish Open Badminton Championships,open championship,1950 Irish Open Badminton Championships,1951-01-01,1952 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1947 Irish Open Badminton Championships,open championship,1939 Irish Open Badminton Championships,1947-01-01,1948 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1939 Irish Open Badminton Championships,open championship,1938 Irish Open Badminton Championships,1939-01-01,1947 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1938 Irish Open Badminton Championships,open championship,1937 Irish Open Badminton Championships,1938-01-01,1939 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1937 Irish Open Badminton Championships,open championship,1936 Irish Open Badminton Championships,1937-01-01,1938 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1936 Irish Open Badminton Championships,open championship,1935 Irish Open Badminton Championships,1936-01-01,1937 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1935 Irish Open Badminton Championships,open championship,1934 Irish Open Badminton Championships,1935-01-01,1936 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1934 Irish Open Badminton Championships,open championship,1933 Irish Open Badminton Championships,1934-01-01,1935 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1933 Irish Open Badminton Championships,open championship,1932 Irish Open Badminton Championships,1933-01-01,1934 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
