col0,col1,col2,col3,col4
Jacobite rising of 1745,1746-01-01,Jacobite risings,rebellion,United Kingdom
Liberal Revolution of Ecuador,1912-01-28,history of Ecuador from 1895-1925,civil war,Ecuador
Guatemalan Civil War,1996-12-29,Cold War,civil war,Guatemala
Jacobite rising of 1745,1746-01-01,Jacobite risings,civil war,United Kingdom
Armagnac–Burgundian Civil War,1435-01-01,Hundred Years' War,civil war,France
Toggenburg War,1712-08-11,European wars of religion,civil war,Old Swiss Confederacy
Mozambican Civil War,1992-10-04,Cold War,civil war,Mozambique
North Yemen Civil War,1970-01-01,Arab Cold War,civil war,Yemen Arab Republic
Chouannerie,1800-01-01,French Revolution,civil war,France
Finnish Civil War,1918-05-15,World War I,civil war,Finland
Greek Civil War,1949-10-16,Cold War,civil war,Greece
Chinese Civil War,1950-05-01,Cross-Strait relations,civil war,Republic of China (1912–1949)
Algerian Civil War,2002-02-08,War on Terror,civil war,Algeria
