col0,col1,col2,col3,col4,col5,col6
Rudo,locality,467,Rudo Municipality,347.63,UTC+01:00,Bosnia and Herzegovina
Vitez,locality,508,Vitez Municipality,159,UTC+01:00,Bosnia and Herzegovina
Lukavac,locality,252,Lukavac Municipality,337,UTC+01:00,Bosnia and Herzegovina
Vareš,locality,829,Vareš Municipality,390.1,UTC+01:00,Bosnia and Herzegovina
Vogošća,locality,521,Vogošća Municipality,71.7,UTC+01:00,Bosnia and Herzegovina
Grude,locality,250,Grude Municipality,220.8,UTC+01:00,Bosnia and Herzegovina
Kalesija,locality,260,Kalesija Municipality,201,UTC+01:00,Bosnia and Herzegovina
"Jablanica, Bosnia and Herzegovina",locality,202,Jablanica Municipality,301,UTC+01:00,Bosnia and Herzegovina
Kreševo,locality,640,Kreševo Municipality,149,UTC+01:00,Bosnia and Herzegovina
Maglaj,locality,192,Maglaj Municipality,290,UTC+01:00,Bosnia and Herzegovina
Bugojno,locality,548,Bugojno Municipality,361,UTC+01:00,Bosnia and Herzegovina
