col0,col1,col2,col3,col4,col5,col6
Mühlenplatz fountain,1756-01-01,Switzerland,Bern-Mittelland administrative district,Fountains in Bern,brass,Energie Wasser Bern
Henkerbrünnli,1829-01-01,Switzerland,Bern-Mittelland administrative district,Fountains in Bern,brass,Energie Wasser Bern
fountain Brunngasse,1785-01-01,Switzerland,Bern-Mittelland administrative district,Fountains in Bern,brass,Energie Wasser Bern
Waisenhausplatz fountain,1841-01-01,Switzerland,Bern-Mittelland administrative district,Fountains in Bern,brass,Energie Wasser Bern
niche fountain,1865-01-01,Switzerland,canton of Bern,Fountains in Bern,brass,Energie Wasser Bern
Mühlenplatz fountain,1756-01-01,Switzerland,canton of Bern,Fountains in Bern,brass,Energie Wasser Bern
Henkerbrünnli,1829-01-01,Switzerland,canton of Bern,Fountains in Bern,brass,Energie Wasser Bern
fountain Brunngasse,1785-01-01,Switzerland,canton of Bern,Fountains in Bern,brass,Energie Wasser Bern
Waisenhausplatz fountain,1841-01-01,Switzerland,canton of Bern,Fountains in Bern,brass,Energie Wasser Bern
niche fountain,1865-01-01,Switzerland,Bern,Fountains in Bern,brass,Energie Wasser Bern
Mühlenplatz fountain,1756-01-01,Switzerland,Bern,Fountains in Bern,brass,Energie Wasser Bern
Henkerbrünnli,1829-01-01,Switzerland,Bern,Fountains in Bern,brass,Energie Wasser Bern
fountain Brunngasse,1785-01-01,Switzerland,Bern,Fountains in Bern,brass,Energie Wasser Bern
