col0,col1,col2,col3,col4,col5
Berlin,34,flag of Berlin,city with millions of inhabitants,Mayors for Peace,Michael Müller
Hamburg,6,flag of Hamburg,big city,Hanseatic League,Peter Tschentscher
Szczecin,131,flag of Szczecin,big city,Wendish cities,Piotr Krzystek
Hamburg,6,flag of Hamburg,state of Germany,Hanseatic League,Peter Tschentscher
Berlin,34,flag of Berlin,state of Germany,Mayors for Peace,Michael Müller
Hamburg,6,flag of Hamburg,tourist destination,Hanseatic League,Peter Tschentscher
Szczecin,131,flag of Szczecin,border town,Wendish cities,Piotr Krzystek
Hamburg,6,flag of Hamburg,Hanseatic city,Hanseatic League,Peter Tschentscher
Szczecin,131,flag of Szczecin,Hanseatic city,Wendish cities,Piotr Krzystek
Berlin,34,flag of Berlin,federal capital,Mayors for Peace,Michael Müller
Hamburg,6,flag of Hamburg,metropolis,Hanseatic League,Peter Tschentscher
