col0,col1,col2,col3,col4,col5,col6
vanadium-51,445847.049,3.5,stable isotope,28,-52203.842,vanadium
vanadium-63,512379,3.5,isotope of vanadium,40,-21890,vanadium
vanadium-61,504862.779,1.5,isotope of vanadium,38,-30506.429,vanadium
vanadium-59,496045.745,2.5,isotope of vanadium,36,-37832.015,vanadium
vanadium-58,490544.164,1,isotope of vanadium,35,-40401.753,vanadium
vanadium-57,486484.569,3.5,isotope of vanadium,34,-44413.45,vanadium
vanadium-56,480154.696,1,isotope of vanadium,33,-46154.881,vanadium
vanadium-55,475073.06,3.5,isotope of vanadium,32,-49144.586,vanadium
vanadium-54,467750.322,3,isotope of vanadium,31,-49893.173,vanadium
vanadium-53,461636.89,3.5,isotope of vanadium,30,-51851.061,vanadium
vanadium-52,453158.264,3,isotope of vanadium,29,-51443.769,vanadium
vanadium-49,425462.492,3.5,isotope of vanadium,26,-47961.931,vanadium
vanadium-48,413906.928,4,isotope of vanadium,25,-44477.694,vanadium
vanadium-47,403364.575,1.5,isotope of vanadium,24,-42006.618,vanadium
vanadium-46,390361.98,0,isotope of vanadium,23,-37075.351,vanadium
