col0,col1,col2,col3,col4,col5,col6
Alemannic German,Venezuela,Latin script,5 Developing,10000000,Liechtenstein,language
Walser German,Italy,Latin script,6b Threatened,22780,canton of Valais,dialect
Swabian German,Germany,Latin script,5 Developing,800000,Bavaria,dialect
Tosk Albanian,Greece,Latin script,1 National,3000000,Epirus Region,dialect
Alemannic German,Italy,Latin script,5 Developing,10000000,German-speaking Switzerland,language
Judeo-Tat,Israel,Tat alphabet,6b Threatened,106000,Republic of North Ossetia-Alania,definitely endangered language
Alemannic German,Italy,Latin script,5 Developing,10000000,Liechtenstein,dialect
Judeo-Tat,Russia,Latin script,6b Threatened,106000,Republic of Dagestan,definitely endangered language
Bukhori dialect,Israel,Hebrew alphabet,7 Shifting,60000,Central District,definitely endangered language
Judeo-Tat,Canada,Cyrillic script,6b Threatened,106000,Republic of Dagestan,dialect
Bukhori dialect,Israel,Hebrew alphabet,7 Shifting,60000,Tel Aviv,definitely endangered language
Latgalian,Latvia,Latin script,5 Developing,200000,Latgale,vulnerable language
Bukhori dialect,Israel,Hebrew alphabet,7 Shifting,60000,Tel Aviv,modern language
Latgalian,Latvia,Latin script,5 Developing,200000,Latgale,modern language
Maore dialect,France,Arabic alphabet,5 Developing,15200,Mayotte,modern language
