col0,col1,col2,col3,col4,col5,col6
Tichá dolina,national nature reserve,Tatra National Park,1991-01-01,High Tatras,Liptovský Mikuláš District,Slovakia
Šrámková,national nature reserve,Malá Fatra National Park,1967-01-01,Lesser Fatra,Dolný Kubín District,Slovakia
Suchý,national nature reserve,Malá Fatra National Park,1979-11-30,Lesser Fatra,Žilina District,Slovakia
Strážov,national nature reserve,Strážov Mountains Protected Landscape Area,1981-01-01,Strážov Mountains,Ilava District,Slovakia
Sokolec,national nature reserve,Malá Fatra National Park,1980-05-31,Lesser Fatra,Dolný Kubín District,Slovakia
Chleb,national nature reserve,Malá Fatra National Park,1967-01-01,Lesser Fatra,Martin District,Slovakia
Roštún,national nature reserve,Little Carpathians Protected Landscape Area,1953-01-01,Little Carpathians,Malacky District,Slovakia
Čachtický hradný vrch,national nature reserve,Little Carpathians Protected Landscape Area,1964-01-01,Little Carpathians,Nové Mesto nad Váhom District,Slovakia
Veľká Bránica,national nature reserve,Malá Fatra National Park,1967-01-01,Lesser Fatra,Žilina District,Slovakia
Pohanská,national nature reserve,Little Carpathians Protected Landscape Area,1980-01-01,Little Carpathians,Malacky District,Slovakia
Podskalský Roháč,national nature reserve,Strážov Mountains Protected Landscape Area,1993-01-01,Súľov Mountains,Považská Bystrica District,Slovakia
Starý hrad,national nature reserve,Malá Fatra National Park,1967-01-01,Lesser Fatra,Žilina District,Slovakia
Krivé,national nature reserve,Malá Fatra National Park,1979-01-01,Lesser Fatra,Žilina District,Slovakia
Kľačianska Magura,national nature reserve,Malá Fatra National Park,1976-01-01,Lesser Fatra,Martin District,Slovakia
