col0,col1,col2,col3
2008 attack on the Israeli embassy in Mauritania,Nouakchott,al-Qaeda in the Islamic Maghreb,terrorist attack
June 2013 Mogadishu attack,Mogadishu,Al-Shabaab,terrorist attack
2018 Liège shooting,Liège,Benjamin Herman,terrorist attack
2018 Paris knife attack,rue Monsigny,Islamic State of Iraq and the Levant,terrorist attack
Carcassonne and Trèbes attack,Carcassonne,Arnaud Beltrame,terrorist attack
2018 Ouagadougou attack,Ouagadougou,al-Qaeda in the Islamic Maghreb,terrorist attack
2018 Kabul ambulance bombing,Kabul,Taliban,terrorist attack
2017 Port Authority Bus Terminal explosion,Times Square–42nd Street/Port Authority Bus Terminal,Akayed Ullah,terrorist attack
2017 Lower Manhattan attack,Lower Manhattan,Sayfullo Habibullaevich Saipov,terrorist attack
2017 Har Adar shooting,Har Adar,Nimer Aljamal,terrorist attack
Carcassonne and Trèbes attack,Carcassonne,Arnaud Beltrame,hostage crisis
2011 Hodh Ech Chargui attack,Hodh Ech Chargui Region,al-Qaeda in the Islamic Maghreb,bomb attack
