col0,col1,col2,col3,col4,col5,col6,col7
Ratanakiri Province,Cambodia,Banlung,Kon Tum,province of Cambodia,10782,Cambodia,Ta Veaeng District
Preah Vihear Province,Cambodia,Phnom Tbeng Meanchey,Champasak Province,province of Cambodia,13788,Cambodia,Tbaeng Meanchey District
Kampong Thom Province,Cambodia,Kampong Thom,Kampong Cham Province,province of Cambodia,13814,Cambodia,Baray District
Kandal Province,Cambodia,Ta Khmau,Kampong Cham Province,province of Cambodia,3568,Cambodia,Kien Svay District
Siem Reap Province,Cambodia,Siem Reap,Pursat Province,province of Cambodia,10299,Cambodia,Puok District
Oddar Meanchey Province,Cambodia,Samraong,Banteay Meanchey Province,province of Cambodia,6158,Cambodia,Anlong Veng District
Takéo Province,Cambodia,Takéo,Kandal Province,province of Cambodia,3563,Cambodia,Angkor Borei District
Preah Vihear Province,Cambodia,Phnom Tbeng Meanchey,Champasak Province,province of Cambodia,13788,Cambodia,Rovieng District
Battambang Province,Cambodia,Battambang,Banteay Meanchey Province,province of Cambodia,11702,Cambodia,Battambang
Kandal Province,Cambodia,Ta Khmau,Phnom Penh,province of Cambodia,3568,Cambodia,Ta Khmau
Pursat Province,Cambodia,Pursat,Battambang Province,province of Cambodia,12692,Cambodia,Bakan District
Battambang Province,Cambodia,Battambang,Pursat Province,province of Cambodia,11702,Cambodia,Samlout District
