col0,col1,col2,col3,col4,col5
Turkmenistan,outline of Turkmenistan,220,2.301,Gurbanguly Berdimuhamedow,Turkmen
Tajikistan,outline of Tajikistan,220,3.49,Emomali Rahmon,Tajikistani
Mali,outline of Mali,220,6.229,Ibrahim Boubacar Keïta,Malian
Bhutan,outline of Bhutan,230,2.027,Jigme Khesar Namgyel Wangchuck,Bhutanese
Paraguay,outline of Paraguay,220,2.542,Mario Abdo Benítez,Paraguayan
Kyrgyzstan,outline of Kyrgyzstan,220,3.2,Sooronbay Jeenbekov,Kyrgyz
Bolivia,outline of Bolivia,115,2.968,Jeanine Áñez,Bolivian
Mongolia,outline of Mongolia,220,2.655,Khaltmaagiin Battulga,Mongolian
Kazakhstan,outline of Kazakhstan,220,2.74,Kassym-Jomart Tokayev,Kazakh
Uzbekistan,outline of Uzbekistan,220,2.2,Shavkat Mirziyoyev,Uzbekistani
Chad,outline of Chad,220,6.156,Idriss Déby,Chadian
