col0,col1,col2,col3,col4,col5,col6,col7
Colombian National Road Race Championships,road bicycle racing,1946-01-01,June,national road cycling championships,1,Colombia,2010 Colombian National Road Race Championships
Croatian National Road Race Championships,road bicycle racing,1996-01-01,June,national road cycling championships,1,Croatia,2010 Croatian National Road Race Championships
Belarusian National Road Race Championships,road bicycle racing,1996-01-01,June,national road cycling championships,1,Belarus,2010 Belarusian National Road Race Championships
Dutch National Road Race Championships,road bicycle racing,1888-01-01,June,national road cycling championships,1,Netherlands,1975 Netherlands National Road Race Championships
Portuguese National Road Race Championships,road bicycle racing,1959-01-01,June,national road cycling championships,1,Portugal,2016 Portuguese National Road Race Championships
Czech National Road Race Championships,road bicycle racing,1997-01-01,June,national road cycling championships,1,Czech Republic,2010 Czech National Road Race Championships
Romanian National Road Race Championships,road bicycle racing,2000-01-01,June,national road cycling championships,1,Romania,2011 Romanian National Road Cycling Championships
Dutch National Road Race Championships,road bicycle racing,1888-01-01,June,national road cycling championships,1,Netherlands,2010 Netherlands National Road Race Championships
Australian National Road Race Championships,road bicycle racing,1950-01-01,January,national road cycling championships,1,Australia,2018 Australian National Road Race Championships
Swedish National Road Race Championships,road bicycle racing,1909-01-01,June,national road cycling championships,1,Sweden,1992 Swedish National Road Race Championships
Dutch National Road Race Championships,road bicycle racing,1888-01-01,June,national road cycling championships,1,Netherlands,Dutch National Time Trial Championships
