col0,col1,col2,col3,col4,col5
Nur-Sultan,797.33,UTC+06:00,347,1832-01-01,Ishim River
Belgorod,153.1,UTC+03:00,130,1596-01-01,Donets River
Moscow,2562,Moscow Time,156,1147-04-11,Moskva River
Nizhny Novgorod,410.6,UTC+03:00,200,1221-01-01,Oka River
Omsk,572.9,UTC+06:00,90,1716-01-01,Irtysh river
Perm,799.68,UTC+05:00,90,1647-01-01,Kama River
Vologda,116,UTC+03:00,120,1147-01-01,Vologda River
Volgograd,859,UTC+04:00,80,1579-01-01,Volga
Yaroslavl,205.8,UTC+03:00,100,1071-01-01,Volga
Volgograd,859,UTC+03:00,80,1579-01-01,Volga
Kazan,425.3,UTC+03:00,60,1391-01-01,Volga
Nizhny Novgorod,410.6,UTC+03:00,200,1221-01-01,Volga
