col0,col1,col2,col3
rue Villehardouin,Paris,rue Saint-Gilles,Geoffrey of Villehardouin
rue de Belgrade,7th arrondissement of Paris,rue de Grenelle,Belgrade
rue du Congo,Paris,rue du Charolais,Congo
rue du Nil,Paris,rue de Damiette,Nile
rue de l'Eure,Paris,rue Didot,Eure
rue de la Corrèze,Paris,avenue Ambroise-Rendu,Corrèze
rue de Parme,Paris,rue d'Amsterdam,Parma
rue de Naples,Paris,boulevard Malesherbes,Naples
rue de Saïgon,Paris,rue Rude,Ho Chi Minh City
rue de Budapest,Paris,rue Saint-Lazare,Budapest
rue Bernard-de-Ventadour,14th arrondissement of Paris,rue Desprez,Bernart de Ventadorn
rue de Florence,Paris,rue de Saint-Pétersbourg,Florence
rue d'Odessa,Paris,boulevard Edgar-Quinet,Odessa
