col0,col1,col2,col3
Shinas,Al Batinah North Governorate,Oman,province of Oman
Samail,Ad Dakhiliyah Governorate,Oman,province of Oman
Saham,Al Batinah North Governorate,Oman,province of Oman
"Qurayyat, Oman",Muscat Governorate,Oman,province of Oman
Al Hamra,Ad Dakhiliyah Governorate,Oman,province of Oman
Al-Buraimi,Al Buraimi Governorate,Oman,province of Oman
Adam,Ad Dakhiliyah Governorate,Oman,province of Oman
Nakhal,Al Batinah South Governorate,Oman,province of Oman
Mirbat,Dhofar Governorate,Oman,province of Oman
Nizwa,Ad Dakhiliyah Governorate,Oman,province of Oman
Madha,Musandam Governorate,Oman,province of Oman
Masirah Island,Ash Sharqiyah South Governorate,Oman,province of Oman
Rachyut,Dhofar Governorate,Oman,province of Oman
