col0,col1,col2,col3
Honolulu Rail Transit,proposed rail infrastructure,United States of America,1435 mm track gauge
Billund railway line,proposed rail infrastructure,Denmark,1435 mm track gauge
Götalandsbanan,proposed rail infrastructure,Sweden,1435 mm track gauge
Fornebu Line,proposed rail infrastructure,Norway,1435 mm track gauge
Västlänken,proposed rail infrastructure,Sweden,1435 mm track gauge
Ostlänken,proposed rail infrastructure,Sweden,1435 mm track gauge
Line 11,proposed rail infrastructure,People's Republic of China,1435 mm track gauge
Linee celeri della Brianza,proposed rail infrastructure,Italy,1435 mm track gauge
Project Unigauge,proposed rail infrastructure,India,1676 mm track gauge
Line 6,proposed rail infrastructure,Brazil,5 ft 3 in gauge
SRT Red Lines,proposed rail infrastructure,Thailand,1000 mm track gauge
High-speed railway to Eilat,proposed rail infrastructure,Israel,1435 mm track gauge
S21,proposed rail infrastructure,Germany,1435 mm track gauge
