col0,col1,col2,col3,col4,col5
zbMATH work ID,Grothendieck's Tôhoku paper,Wikidata property for items about scholarly articles,Mathematical Reviews ID,single value constraint,zbMATH database
Mathematical Reviews ID,Introduction to the Theory of Games,Wikidata property for items about scholarly articles,Mathematics Subject Classification ID,type constraint,Mathematical Reviews
number of pages,The Diary of a Young Girl,Wikidata property for items about books,page(s),type constraint,page
zbMATH work ID,Grothendieck's Tôhoku paper,Wikidata property related to mathematics,Mathematical Reviews ID,single value constraint,zbMATH database
Mathematical Reviews ID,Introduction to the Theory of Games,Wikidata property related to mathematics,Mathematics Subject Classification ID,type constraint,Mathematical Reviews
zbMATH work ID,Grothendieck's Tôhoku paper,Wikidata property for an identifier,Mathematical Reviews ID,single value constraint,zbMATH database
Scopus EID,The dynamics of contractual and relational governance: Evidence from long-term public–private procurement arrangements,Wikidata property for authority control for works,Scopus Author ID,single value constraint,Scopus
Mathematical Reviews ID,Introduction to the Theory of Games,Wikidata property for authority control for works,Mathematics Subject Classification ID,type constraint,Mathematical Reviews
ScienceOpen publication ID,World Scientists’ Warning to Humanity: A Second Notice,Wikidata property for items about scholarly articles,ScienceOpen author ID,single value constraint,ScienceOpen
Rxivist preprint ID,Wikidata: A platform for data integration and dissemination for the life sciences and beyond,Wikidata property for items about scholarly articles,BioRxiv ID,single value constraint,bioRxiv
ResearchGate publication identifier,Molecular phylogenetics and historical biogeography amid shifting continents in the cockles and giant clams (Bivalvia: Cardiidae).,Wikidata property for items about scholarly articles,ResearchGate profile ID,type constraint,ResearchGate
