col0,col1,col2,col3,col4
St. Albans Messenger,newspaper,Vermont,St. Albans,St. Albans Messenger
Siuslaw News,periodical,Florence,Florence,Siuslaw News
Polk County Itemizer-Observer,periodical,Dallas,Dallas,Polk County Itemizer-Observer
Nugget Newspaper,periodical,Sisters,Sisters,Nugget Newspaper
News-Times,periodical,Forest Grove,Forest Grove,News-Times
News-Register,periodical,McMinnville,McMinnville,News-Register
Naperville Sun,periodical,Naperville,Naperville,Naperville Sun
Logan Banner,periodical,Logan,Logan,Logan Banner
Lebanon Express,periodical,Lebanon,Lebanon,Lebanon Express
Laramie Boomerang,periodical,Laramie,Laramie,Laramie Boomerang
Lake County Examiner,periodical,Lakeview,Lakeview,Lake County Examiner
Keizertimes,periodical,Keizer,Keizer,Keizertimes
