col0,col1,col2,col3,col4,col5,col6
Butler County,1803-05-01,county of Ohio,Butler County,Hamilton County,Hamilton,0.7
Clark County,1818-03-01,county of Ohio,Clark County,Champaign County,Springfield,1.3
Seneca County,1820-02-12,county of Ohio,Seneca County,Huron County,Tiffin,0.3
Mercer County,1824-01-02,county of Ohio,Mercer County,Adams County,Celina,2.3
Sandusky County,1820-02-12,county of Ohio,Sandusky County,Erie County,Fremont,2.2
Fulton County,1850-04-01,county of Ohio,Fulton County,Lucas County,Wauseon,0.4
Summit County,1840-03-03,county of Ohio,Summit County,Cuyahoga County,Akron,1.7
Coshocton County,1811-04-01,county of Ohio,Coshocton County,Tuscarawas County,Coshocton,0.6
Ross County,1798-08-20,county of Ohio,Ross County,Pickaway County,Chillicothe,0.6
Madison County,1810-02-16,county of Ohio,Madison County,Franklin County,London,0.2
Delaware County,1808-02-10,county of Ohio,Delaware County,Franklin County,Delaware,3.1
