col0,col1,col2,col3,col4,col5,col6,col7
1996 Masters Tournament,1996-04-14,Augusta National Golf Club,1996-04-11,golf,Nick Faldo,1995 Masters Tournament,1996-01-01
1993 Masters Tournament,1993-04-11,Augusta National Golf Club,1993-04-08,golf,Bernhard Langer,1992 Masters Tournament,1993-01-01
1992 Masters Tournament,1992-04-12,Augusta National Golf Club,1992-04-09,golf,Fred Couples,1991 Masters Tournament,1992-01-01
1991 Masters Tournament,1991-04-14,Augusta National Golf Club,1991-04-11,golf,Ian Woosnam,1990 Masters Tournament,1991-01-01
1990 Masters Tournament,1990-04-08,Augusta National Golf Club,1990-04-05,golf,Nick Faldo,1989 Masters Tournament,1990-01-01
1989 Masters Tournament,1989-04-09,Augusta National Golf Club,1989-04-06,golf,Nick Faldo,1988 Masters Tournament,1989-01-01
1988 Masters Tournament,1988-04-10,Augusta National Golf Club,1988-04-07,golf,Sandy Lyle,1987 Masters Tournament,1988-01-01
1987 Masters Tournament,1987-04-12,Augusta National Golf Club,1987-04-09,golf,Larry Mize,1986 Masters Tournament,1987-01-01
1986 Masters Tournament,1986-04-13,Augusta National Golf Club,1986-04-10,golf,Jack Nicklaus,1985 Masters Tournament,1986-01-01
1985 Masters Tournament,1985-04-14,Augusta National Golf Club,1985-04-11,golf,Bernhard Langer,1984 Masters Tournament,1985-01-01
1984 Masters Tournament,1984-04-15,Augusta National Golf Club,1984-04-12,golf,Ben Crenshaw,1983 Masters Tournament,1984-01-01
1983 Masters Tournament,1983-04-11,Augusta National Golf Club,1983-04-07,golf,Seve Ballesteros,1982 Masters Tournament,1983-01-01
