col0,col1,col2,col3
2018 Rafa Nadal Open Banc Sabadell,2018-01-01,Rafa Nadal Open Banc Sabadell,2018-09-02
2018 Punta Open,2018-01-01,Punta Open,2018-03-03
2018 San Benedetto Tennis Cup,2018-01-01,2018 ATP Challenger Tour,2018-07-22
2018 Koblenz Open,2018-01-01,Koblenz Open,2018-01-21
2018 Zhuhai Open,2018-01-01,Zhuhai Challenger,2018-03-11
2018 Gazprom Hungarian Open,2018-01-01,Gazprom Hungarian Open,2018-04-29
2018 Pingshan Open,2018-01-01,Gemdale ATP Challenger China International Shenzhen,2018-03-18
2018 Morelos Open,2018-01-01,Morelos Open,2018-02-24
2018 Launceston Tennis International,2018-01-01,Launceston Tennis International,2018-02-11
2019 Tunis Open,2019-01-01,Tunis Open,2019-04-21
