col0,col1,col2,col3
1948 Grand Prix Jules Lowie,André Declerck,recurrent event edition,1947 Grand Prix Jules Lowie
1947 Grand Prix Jules Lowie,Odiel Van Den Meersschaut,recurrent event edition,1946 Grand Prix Jules Lowie
1946 Grand Prix Jules Lowie,Albéric Schotte,recurrent event edition,1945 Grand Prix Jules Lowie
2015 Nokere Koerse,Kris Boeckmans,recurrent event edition,2014 Nokere Koerse
2011 Nokere Koerse,Gert Steegmans,recurrent event edition,2010 Nokere Koerse
2008 Nokere Koerse,André Greipel,recurrent event edition,2007 Nokere Koerse
2009 Nokere Koerse,Graeme Brown,recurrent event edition,2008 Nokere Koerse
2007 Nokere Koerse,Aart Vierhouten,recurrent event edition,2006 Nokere Koerse
2012 Nokere Koerse,Kris Boeckmans,recurrent event edition,2011 Nokere Koerse
2018 Nokere Koerse,Amaury Capiot,1.HC,2017 Nokere Koerse
