col0,col1,col2,col3
2021 IIHF World Championship,men's sports,2021-05-01,ice hockey
2002 IIHF World U18 Championships,men's sports,2002-01-01,ice hockey
2001 IIHF World U18 Championships,men's sports,2001-01-01,ice hockey
2000 IIHF World U18 Championships,men's sports,2000-01-01,ice hockey
1974 World Ice Hockey Championships,men's sports,1974-01-01,ice hockey
1962 World Ice Hockey Championships,men's sports,1962-01-01,ice hockey
1999 IIHF World U18 Championships,men's sports,1999-01-01,ice hockey
1955 World Ice Hockey Championships,men's sports,1955-01-01,ice hockey
1993 Men's World Ice Hockey Championships,men's sports,1993-01-01,ice hockey
1987 World Ice Hockey Championships,men's sports,1987-01-01,ice hockey
1975 World Ice Hockey Championships,men's sports,1975-01-01,ice hockey
1971 World Ice Hockey Championships,men's sports,1971-01-01,ice hockey
1939 World Ice Hockey Championships,men's sports,1939-01-01,ice hockey
1953 World Ice Hockey Championships,men's sports,1953-01-01,ice hockey
