col0,col1,col2,col3
2018 Tour of Estonia,Tour of Estonia,Karl Patrick Lauk,2019 Tour of Estonia
2018 Szlakiem Walk Majora Hubala,Szlakiem Walk Majora Hubala,Patrick Haller,2019 Wyścig Mjr. Hubala-Sante Tour
2018 Vuelta a la Comunidad de Madrid,Vuelta a la Comunidad de Madrid,Jonathan Caicedo,2019 Vuelta a la Comunidad de Madrid
2018 Tour of Japan,Tour of Japan,Chris Harper,2019 Tour of Japan
2018 Tour of Slovenia,Tour of Slovenia,Fausto Masnada,2019 Tour of Slovenia
2018 Boucles de la Mayenne,Boucles de la Mayenne,Jérémy Cabot,2019 Boucles de la Mayenne
2018 Vuelta a Aragón,Vuelta a Aragón,Gotzon Martín,2019 Vuelta a Aragón
2018 Tour de Korea,Tour de Korea,Liam Magennis,2019 Tour de Korea
2018 Volta a Portugal,Volta a Portugal,Xuban Errazkin,Volta a Portugal de 2019
2018 Tour of Slovenia,2.1,Rigoberto Urán,2019 Tour of Slovenia
2018 Volta a Portugal,2.1,Raúl Alarcón,Volta a Portugal de 2019
