col0,col1,col2,col3,col4,col5,col6
The Adventures of Sherlock Holmes and Dr. Watson,1980-01-01,Igor Maslennikov,Vladimir Dashkevich,The Hound of the Baskervilles,The Final Problem,Vitaly Solomin
D'Artagnan and Three Musketeers,1978-01-01,George Jungvald-Khilkevitch,Maksim Dunayevsky,Musketeers Twenty Years After,The Three Musketeers,Oleg Tabakov
Frank Herbert's Dune,2000-01-01,John Harrison,Graeme Revell,Frank Herbert's Children of Dune,Dune,Barbora Kodetová
The Adventures of Sherlock Holmes and Dr. Watson,1980-01-01,Igor Maslennikov,Vladimir Dashkevich,The Hound of the Baskervilles,The Adventure of the Empty House,Rina Zelyonaya
The Treasures of Agra,1983-01-01,Igor Maslennikov,Vladimir Dashkevich,The Twentieth Century Approaches,A Scandal in Bohemia,Rina Zelyonaya
The Adventures of Sherlock Holmes and Dr. Watson,1980-01-01,Igor Maslennikov,Vladimir Dashkevich,The Hound of the Baskervilles,The Final Problem,Igor Dmitriev
Frank Herbert's Dune,2000-01-01,John Harrison,Graeme Revell,Frank Herbert's Children of Dune,Dune,Oldřich Navrátil
The Treasures of Agra,1983-01-01,Igor Maslennikov,Vladimir Dashkevich,The Twentieth Century Approaches,A Scandal in Bohemia,Pavel Kadochnikov
The Adventures of Sherlock Holmes and Dr. Watson,1980-01-01,Igor Maslennikov,Vladimir Dashkevich,The Hound of the Baskervilles,The Adventure of the Empty House,Vasily Livanov
The Treasures of Agra,1983-01-01,Igor Maslennikov,Vladimir Dashkevich,The Twentieth Century Approaches,A Scandal in Bohemia,Vasily Livanov
The Adventures of Sherlock Holmes and Dr. Watson,1980-01-01,Igor Maslennikov,Vladimir Dashkevich,The Hound of the Baskervilles,The Final Problem,Vasily Livanov
Frank Herbert's Dune,2000-01-01,John Harrison,Graeme Revell,Frank Herbert's Children of Dune,Dune,Klára Issová
D'Artagnan and Three Musketeers,1978-01-01,George Jungvald-Khilkevitch,Maksim Dunayevsky,Musketeers Twenty Years After,The Three Musketeers,Irina Alfyorova
Frank Herbert's Dune,2000-01-01,John Harrison,Graeme Revell,Frank Herbert's Children of Dune,Dune,Julie Cox
