col0,col1,col2,col3,col4
South Waziristan Agency,district of Pakistan,Wana,1893-01-01,6619
Gilgit District,district of Pakistan,Gilgit,1970-07-01,38
Upper Dir District,district of Pakistan,"Dir, Pakistan",1996-01-01,3699
Karak District,district of Pakistan,Karak,1982-07-01,3372
Mastung District,district of Pakistan,Mastung Tehsil,1991-01-01,5896
Chitral District,district of Pakistan,Chitral,1970-01-01,14850
Bajaur Agency,district of Pakistan,Khaar,1893-01-01,1290
Kohistan District,district of Pakistan,Dassu,1976-10-01,7492
Kalat District,district of Pakistan,Kalat,1954-03-01,6621
Jafarabad District,district of Pakistan,"Jafarabad, Pakistan",1987-01-01,2445
Kharan District,district of Pakistan,Kharan,1952-03-15,8958
Chagai District,district of Pakistan,"Chagai, Pakistan",1896-01-01,44748
Barkhan District,district of Pakistan,Barkhan,1991-01-01,3514
Awaran District,district of Pakistan,Awaran,1992-11-11,21630
Killa Abdullah District,district of Pakistan,Chaman,1993-01-01,3293
