col0,col1,col2,col3
Cuadernos de Prehistoria y Arqueología de la Universidad de Granada,Creative Commons Attribution-NonCommercial-NoDerivatives,Spain,University of Granada
History - Questions - Issues,Creative Commons Attribution-NonCommercial-NoDerivatives,Czech Republic,"Faculty of Arts, Charles University in Prague"
Studies in Applied Linguistics,Creative Commons Attribution-NonCommercial-NoDerivatives,Czech Republic,"Faculty of Arts, Charles University in Prague"
o-bib,Creative Commons Attribution,Germany,Verein Deutscher Bibliothekarinnen und Bibliothekare
History - Questions - Issues,Creative Commons Attribution-NonCommercial-NoDerivatives,Czech Republic,Charles University
Prague Papers on the History of International Relations,Creative Commons Attribution-NonCommercial-NoDerivatives,Czech Republic,Charles University
Pražské Egyptologické Studie,Creative Commons Attribution-NonCommercial-NoDerivatives,Czech Republic,Charles University
Studia Hercynia,Creative Commons Attribution-NonCommercial-NoDerivatives,Czech Republic,Charles University
Studies in Applied Linguistics,Creative Commons Attribution-NonCommercial-NoDerivatives,Czech Republic,Charles University
European Journal of Ecology,Creative Commons Attribution-NonCommercial-NoDerivatives,Slovakia,De Gruyter Open
Revista de Estudios de la Administración Local y Autonómica,Creative Commons Attribution-NonCommercial,Spain,Instituto Nacional de Administración Pública (Spain)
