col0,col1,col2,col3
Odznaka „Zasłużony Białostocczyźnie”,1964-04-29,Poland,decoration
Honoured Administrator of Physical Education,1950-04-17,Poland,decoration
"honorary badge ""For exemplary work in the field of health"".",1950-07-18,Poland,decoration
Order of Martyrdom and Victory,1991-01-01,Poland,decoration
Order of Minerva,1986-01-01,Italy,order
Order of Martyrdom and Victory,1991-01-01,Poland,order
Order of the Phoenix,1926-05-13,Greece,Greek order
January 13th commemorative medal,1991-12-18,Lithuania,decoration
Army Gold Medal,1810-01-01,United Kingdom,decoration
Order of the Phoenix,1926-05-13,Greece,decoration
Decoration for Art and Science,1887-08-16,Austria-Hungary,decoration
Cross of Liberty,1919-02-24,Estonia,decoration
Cross of Merit with Swords,1942-10-19,Poland,decoration
Order of the Direkgunabhorn,1991-07-22,Thailand,decoration
Médaille de la Résistance,1943-02-09,France,decoration
