col0,col1,col2,col3,col4,col5,col6,col7
Rice County,Rice County,1867-02-26,Rice County,10011,Lyons,Samuel Allen Rice,Kansas
Elk County,Elk County,1875-03-03,Elk County,2655,Howard,Elk River,Kansas
Butler County,Butler County,1855-08-30,Butler County,65803,El Dorado,Andrew Butler,Kansas
Saline County,Saline County,1860-02-15,Saline County,55740,Salina,Saline River,Kansas
Crawford County,Crawford County,1867-02-13,Crawford County,39278,Girard,Samuel J. Crawford,Kansas
Linn County,Linn County,1867-02-26,Linn County,9516,Mound City,Lewis F. Linn,Kansas
Atchison County,Atchison County,1855-08-30,Atchison County,16749,Atchison,David Rice Atchison,Kansas
Dickinson County,Dickinson County,1857-02-20,Dickinson County,19609,Abilene,Daniel S. Dickinson,Kansas
Sumner County,Sumner County,1873-01-01,Sumner County,23591,Wellington,Charles Sumner,Kansas
Sedgwick County,Sedgwick County,1870-01-01,Sedgwick County,505415,Wichita,John Sedgwick,Kansas
Brown County,Brown County,1855-08-30,Brown County,9997,Hiawatha,Albert G. Brown,Kansas
Decatur County,Decatur County,1873-03-20,Decatur County,2930,Oberlin,Stephen Decatur,Kansas
Chase County,Chase County,1859-02-11,Chase County,2700,Cottonwood Falls,Salmon P. Chase,Kansas
Scott County,Scott County,1873-03-20,Scott County,5035,Scott City,Winfield Scott,Kansas
Cheyenne County,Cheyenne County,1873-03-06,Cheyenne County,2694,St. Francis,Cheyennes,Kansas
