col0,col1,col2,col3,col4
Biri Girl,Japanese,non-fiction,Nobutaka Tsubota,2013-12-27
Hanachan no Misoshiru,Japanese,drama film,Shingo Yasutake,2012-03-15
Keiji no Manazashi,Japanese,mystery fiction,Gaku Yakumaru,2011-06-30
Ginkan'nofu,Japanese,historical literature,Rin Hamuro,2007-07-15
The Cowards Who Looked to the Sky,Japanese,drama film,Misumi Kubo,2010-07-22
THE PARADISE OF FROGS,Japanese,xiaoshuo,Naoki Hyakuta,2016-02-23
Setagaya Chūzai keiji,Japanese,police procedural,Yoshiyuki Hama,2010-06-18
Cape Nostalgia,Japanese,drama film,Akio Morisawa,2011-06-22
Kuroneko no Seppun aruiwa Saishū Kōgi,Japanese,mystery fiction,Akimaro Mori,2012-05-24
Zanka ryōran,Japanese,romance novel,Etsu Okabe,2014-07-18
Prosecution of Themis,Japanese,detective fiction,Takeaki Daimon,2014-08-25
Age Harassment,Japanese,xiaoshuo,Makiko Uchidate,2008-07-23
