col0,col1,col2,col3,col4,col5,col6,col7
Rho3 Arietis,infrared source,18.0232403301703,36.6896,rotating variable star,9500,12.59,Aries
HD 89744,infrared source,41.22953020964722,38.6792,rotating variable star,8700,-5.3,Ursa Major
Alpha² Canum Venaticorum,infrared source,38.31837614167,37.6425,Alpha² Canum Venaticorum variable,6000,-4.1,Canes Venatici
Gumala,giant planet,-24.17935371455056,27.4789,BY Draconis variable,30500,-24.823,Sagittarius
Rho3 Arietis,high proper-motion star,18.0232403301703,36.6896,rotating variable star,9500,12.59,Aries
44 Andromedae,high proper-motion star,42.0814748017619,53.1525,rotating variable star,4370,-14.2,Andromeda
HD 89744,high proper-motion star,41.22953020964722,38.6792,rotating variable star,8700,-5.3,Ursa Major
Gamma Leporis,high proper-motion star,-22.44838354528,8.8801,BY Draconis variable,21000,-9.19,Lepus
Gumala,high proper-motion star,-24.17935371455056,27.4789,BY Draconis variable,30500,-24.823,Sagittarius
Alpha Caeli,high proper-motion star,-41.863752073,20.3644,Delta Scuti variable,10200,0,Caelum
Rho3 Arietis,astrophysical X-ray source,18.0232403301703,36.6896,rotating variable star,9500,12.59,Aries
Alpha² Canum Venaticorum,astrophysical X-ray source,38.31837614167,37.6425,Alpha² Canum Venaticorum variable,6000,-4.1,Canes Venatici
Rho3 Arietis,spectroscopic binary star,18.0232403301703,36.6896,rotating variable star,9500,12.59,Aries
19 Draconis,F-type main-sequence star,65.13479531639,15.0841,Delta Scuti variable,21400,-21.85,Draco
