col0,col1,col2,col3,col4
NGC 5953,15.1938333,12.45,Serpens,1784-04-17
Arp 220,23.503224556,13.88,Serpens,1866-05-04
NGC 6572,6.8536194867486,10.8,Ophiuchus,1825-01-01
NGC 6240,2.4009861,13.37,Ophiuchus,1871-07-12
Red Spider Nebula,-19.8430222,13.58,Sagittarius,1882-07-15
NGC 6302,-37.1030417,10.1,Scorpius,1880-01-01
NGC 3839,10.7847722,13.2,Leo,1882-04-19
NGC 2903,21.5008306,9.07,Leo,1784-11-16
NGC 3628,13.5894889,9.48,Leo,1784-04-08
Messier 96,11.8199389,9.25,Leo,1781-03-20
Messier 66,12.9912889,8.92,Leo,1780-03-01
NGC 5253,-31.6400306,10.49,Centaurus,1787-03-15
