col0,col1,col2,col3,col4
2006 Ster Elektrotoer,2.1,Netherlands,2006-06-17,2006-06-14
2005 Ster Elektrotoer,2.1,Netherlands,2005-06-18,2005-06-15
2017 Ster ZLM Toer,2.1,Belgium,2017-06-18,2017-06-14
2016 Ster ZLM Toer,2.1,Belgium,2016-06-19,2016-06-15
2015 Ster ZLM Toer,2.1,Belgium,2015-06-21,2015-06-17
2014 Ster ZLM Toer,2.1,Belgium,2014-06-22,2014-06-18
2013 Ster ZLM Toer,2.1,Belgium,2013-06-16,2013-06-12
2012 Ster ZLM Toer,2.1,Netherlands,2012-06-17,2012-06-14
2019 ZLM Toer,Ster ZLM Toer,Netherlands,2019-06-23,2019-06-19
2011 Ster ZLM Toer,Ster ZLM Toer,Netherlands,2011-06-19,2011-06-15
2010 Ster Elektrotoer,Ster ZLM Toer,Netherlands,2010-06-20,2010-06-16
2009 Ster Elektrotoer,Ster ZLM Toer,Netherlands,2009-06-21,2009-06-17
2008 Ster Elektrotoer,Ster ZLM Toer,Netherlands,2008-06-21,2008-06-17
2007 Ster Elektrotoer,Ster ZLM Toer,Netherlands,2007-06-23,2007-06-19
2006 Ster Elektrotoer,Ster ZLM Toer,Netherlands,2006-06-17,2006-06-14
