col0,col1,col2,col3
Stopiņi Municipality,Ulbroka,Latvia,Ropaži Municipality
Mālpils Municipality,Mālpils,Latvia,Ropaži Municipality
Garkalne Municipality,Garkalne,Latvia,Ropaži Municipality
Inčukalns Municipality,Inčukalns,Latvia,Ropaži Municipality
Salaspils Municipality,Salaspils,Latvia,Ropaži Municipality
Sigulda Municipality,Sigulda,Latvia,Ropaži Municipality
Garkalne Municipality,Garkalne,Latvia,Ādaži Municipality
Inčukalns Municipality,Inčukalns,Latvia,Ādaži Municipality
Sēja Municipality,Loja,Latvia,Ādaži Municipality
Kocēni Municipality,Kocēni,Latvia,Aloja Municipality
Mazsalaca Municipality,Mazsalaca,Latvia,Aloja Municipality
Salacgrīva Municipality,Salacgrīva,Latvia,Aloja Municipality
Vecumnieki Municipality,Vecumnieki,Latvia,Jaunjelgava Municipality
Garkalne Municipality,Garkalne,Latvia,Carnikava Municipality
