col0,col1,col2,col3,col4,col5
Hohenzollern Bridge,House of Hohenzollern,Friedrich Dircksen,167.75,steel bridge,steel
Bridge of the Americas,South America,Sverdrup & Parcel,344,steel bridge,concrete
Brooklyn Bridge,Brooklyn,John Augustus Roebling,487,steel bridge,steel
Tower Bridge,Tower of London,Horace Jones,61,steel bridge,steel
Bridge of the Americas,South America,Sverdrup & Parcel,344,cantilever bridge,concrete
Brooklyn Bridge,Brooklyn,John Augustus Roebling,487,multi-level bridge,steel
Hohenzollern Bridge,House of Hohenzollern,Friedrich Dircksen,167.75,railway bridge,steel
Brooklyn Bridge,Brooklyn,John Augustus Roebling,487,railway bridge,steel
Hohenzollern Bridge,House of Hohenzollern,Friedrich Dircksen,167.75,footbridge,steel
Tower Bridge,Tower of London,Horace Jones,61,bascule bridge,steel
Bridge of the Americas,South America,Sverdrup & Parcel,344,tied-arch bridge,concrete
Brooklyn Bridge,Brooklyn,John Augustus Roebling,487,tourist attraction,steel
Tower Bridge,Tower of London,Horace Jones,61,tourist attraction,steel
