col0,col1,col2,col3,col4
rhomboid muscles,medical term,scapula,Dorsal scapular nerve,vertebral column
Infrahyoid muscles,medical term,hyoid bone,hypoglossal nerve,sternum
pyramidalis muscle,medical term,linea alba at the midway point between umbilicus and pubis,subcostal nerve,pubic symphysis
cremaster muscle,medical term,Tunica vaginalis,genital branch of genitofemoral nerve,inguinal ligament
quadratus lumborum muscle,medical term,rib,lumbar nerve,Iliac crest
semimembranosus muscle,medical term,lateral condyle of femur,tibial division of the sciatic nerve,tuberosity of the ischium
omohyoid muscle,medical term,hyoid bone,Ansa cervicalis,scapula
stapedius muscle,medical term,stapes,facial nerve,pyramidal eminence
triceps surae,medical term,calcaneus,tibial nerve,femur
sternocleidomastoid muscle,medical term,mastoid process,Anterior ramus of third cervical nerve,human sternum
tensor tympani muscle,medical term,malleus,mandibular nerve,Eustachian tube
deltoid muscle,medical term,humerus,axillary nerve,scapula
