col0,col1,col2,col3
Here We Go Again,United States of America,RCA Records,Jerry Gray
Hearsay,United States of America,Tabu,Jimmy Jam & Terry Lewis
Here We Are,United States of America,RCA Records,Vince Gill
Hello!,United States of America,Ki/oon Music,Joe Inoue
Hello Again,United States of America,Elektra,Ric Ocasek
Heartbreaker,United States of America,Arista,Maurice Gibb
Here We Are,United States of America,RCA Records,Beth Nielsen Chapman
Heart of the Country,United States of America,Apple,Linda McCartney
Honky Tonk Blues,United States of America,LeAnn Rimes,Hank Williams
Hard to Say,United States of America,Full Moon Records,Dan Fogelberg
Heart of the Country,United States of America,Apple,Paul McCartney
Everybody Loves Somebody,United States of America,Reprise Records,Sam Coslow
