col0,col1,col2,col3,col4,col5,col6
Iran,20884.738,Semnan Province,Arya Muthu,Hassan Rouhani,Takbir,Canada
Spain,39037.433,Galicia,Hispania,Pedro Sánchez Pérez-Castejón,Plus ultra,Russia
Canada,46509.717,Quebec,Stadacona,Justin Trudeau,A Mari Usque Ad Mare,Japan
Iran,20884.738,Golestan Province,Arya Muthu,Hassan Rouhani,Takbir,Canada
Nicaragua,5854.57,Rivas Department,Nicarao,Daniel Ortega,In God We Trust,Taiwan
Pakistan,5539.107,Punjab,cleanliness,Imran Khan,"Iman, Ittihad, Nazm",Yemen
Nicaragua,5854.57,Rivas Department,Nicarao,Daniel Ortega,In God We Trust,Israel
Pakistan,5539.107,Punjab,cleanliness,Imran Khan,"Iman, Ittihad, Nazm",Iran
Nicaragua,5854.57,Rivas Department,Nicarao,Daniel Ortega,In God We Trust,Colombia
Pakistan,5539.107,Punjab,cleanliness,Imran Khan,"Iman, Ittihad, Nazm",Australia
Nicaragua,5854.57,Rivas Department,Nicarao,Daniel Ortega,In God We Trust,Australia
Pakistan,5539.107,Punjab,cleanliness,Imran Khan,"Iman, Ittihad, Nazm",Germany
Nicaragua,5854.57,Rivas Department,Nicarao,Daniel Ortega,In God We Trust,Germany
