col0,col1,col2,col3
phosphorus-27,silicon-27,260,26.999224409
phosphorus-26,silicon-26,43.7,26.01178
phosphorus-25,silicon-24,30,25.02119
phosphorus-46,sulfur-46,200,46.024659
phosphorus-45,sulfur-45,200,45.016747
phosphorus-44,sulfur-43,18.5,44.011219
phosphorus-43,sulfur-42,36.5,43.005024
phosphorus-42,sulfur-41,48.5,42.001084
phosphorus-41,sulfur-40,100,40.994654
phosphorus-40,sulfur-39,125,39.991288865
phosphorus-39,sulfur-38,0.28,38.986285865
phosphorus-38,sulfur-37,0.64,37.984303105
phosphorus-37,sulfur-37,2.31,36.979606956
