col0,col1,col2,col3,col4,col5
She,Hmongic languages,critically endangered language,People's Republic of China,5 critically endangered,Guangdong
Pauna language,Southern Maipuran languages,critically endangered language,Bolivia,5 critically endangered,Santa Cruz Department
Mocho’ language,Q'anjobalan languages,critically endangered language,Mexico,5 critically endangered,Chiapas
Ayapa Zoque,Zoque languages,critically endangered language,Mexico,5 critically endangered,Tabasco
Mapoyo language,Mapoyo-Yabarana language,critically endangered language,Venezuela,5 critically endangered,Amazonas
Yakkha language,Kiranti languages,critically endangered language,India,5 critically endangered,West Bengal
Karuk,Hokan languages,severely endangered language,United States of America,4 severely endangered,California
Paipai,Yuman–Cochimí languages,severely endangered language,Mexico,4 severely endangered,Baja California
Bagvalal,Avar–Andic languages,definitely endangered language,Russia,3 definitely endangered,Republic of Dagestan
Karata,Andic languages,definitely endangered language,Russia,3 definitely endangered,Republic of Dagestan
Lakha,Southern Tibetic languages,definitely endangered language,Bhutan,3 definitely endangered,Wangdue Phodrang District
Chamalal,Avar–Andic languages,definitely endangered language,Russia,3 definitely endangered,Republic of Dagestan
