col0,col1,col2,col3,col4,col5,col6
Hurricane Fernanda,125,1993 Pacific hurricane season,1993-08-19,1993-08-09,North-East Pacific Ocean,Pacific hurricane
Hurricane Virgil,115,1992 Pacific hurricane season,1992-10-05,1992-10-01,North-East Pacific Ocean,Pacific hurricane
Hurricane Tina,130,1992 Pacific hurricane season,1992-10-11,1992-09-17,North-East Pacific Ocean,Pacific hurricane
Hurricane Iniki,125,1992 Pacific hurricane season,1992-09-13,1992-09-05,North-East Pacific Ocean,Pacific hurricane
Hurricane Raymond,125,1989 Pacific hurricane season,1989-10-05,1989-09-25,North-East Pacific Ocean,Pacific hurricane
Hurricane Octave,115,1989 Pacific hurricane season,1989-09-16,1989-09-08,North-East Pacific Ocean,Pacific hurricane
Hurricane Roslyn,125,1986 Pacific hurricane season,1986-10-22,1986-10-15,North-East Pacific Ocean,Pacific hurricane
Hurricane Estelle,115,1986 Pacific hurricane season,1986-07-26,1986-07-16,North-East Pacific Ocean,Pacific hurricane
Hurricane Rick,125,1985 Pacific hurricane season,1985-09-12,1985-09-01,North-East Pacific Ocean,Pacific hurricane
Hurricane Greta–Olivia,115,1978 Pacific hurricane season,1978-09-23,1978-09-13,North-East Pacific Ocean,Pacific hurricane
Hurricane Norman,120,1978 Pacific hurricane season,1978-09-06,1978-08-30,North-East Pacific Ocean,Pacific hurricane
Hurricane Madeline,125,1976 Pacific hurricane season,1976-10-08,1976-09-29,North-East Pacific Ocean,Pacific hurricane
