col0,col1,col2,col3,col4
Un Autre Monde,Belgium,musée provincial Félicien Rops,Odilon Redon,2011-06-25
Dinos no Sertão,Brazil,Museu Nacional,Federal University of Rio de Janeiro,2009-05-14
Turner Opere della Tate,Italy,Chiostro del Bramante,Tate,2018-03-22
Birth of the Gothic Sculpture,France,Musée de Cluny – Musée national du Moyen Âge,Réunion des musées nationaux – Grand Palais,2018-10-10
Meanwhile,Germany,Kunstverein in Hamburg,Nathan Hylden,2013-07-13
Women Between Buildings,Germany,Kunstverein in Hamburg,Nicole Wermers,2018-03-03
You You You,Germany,Kunstverein in Hamburg,Liz Magor,2017-07-01
Fluidity,Germany,Kunstverein in Hamburg,Simon Denny,2016-01-30
Der andere Müller vom Siel,Germany,Niedersächsisches Landesmuseum für Kunst und Kulturgeschichte,Georg Müller vom Siel,2014-05-25
The History Show,Germany,Kunstverein in Hamburg,Franz Erhard Walther,2017-01-28
Triennale der Photographie Hamburg. The day will come - when photography revises,Germany,Kunstverein in Hamburg,Harun Farocki,2015-06-19
Katja Novitskova,Germany,Kunstverein in Hamburg,Katja Novitskova,2016-04-23
