col0,col1,col2,col3,col4,col5
Colorado State Highway 45,United States of America,Colorado Department of Transportation,1964-01-01,Template:Attached KML/Colorado State Highway 45,Mountain Time Zone
Utah State Route 252,United States of America,Utah Department of Transportation,2007-01-01,Template:Attached KML/Utah State Route 252,UTC+08:00
Utah State Route 235,United States of America,Utah Department of Transportation,1910-01-01,Template:Attached KML/Utah State Route 235,UTC+08:00
Utah State Route 224,United States of America,Utah Department of Transportation,1941-01-01,Template:Attached KML/Utah State Route 224,UTC+08:00
Arizona State Route 84,United States of America,Arizona Department of Transportation,1927-01-01,Template:Attached KML/Arizona State Route 84,Mountain Time Zone
Arizona State Route 71,United States of America,Arizona Department of Transportation,1936-01-01,Template:Attached KML/Arizona State Route 71,Mountain Time Zone
Utah State Route 204,United States of America,Utah Department of Transportation,1939-01-01,Template:Attached KML/Utah State Route 204,UTC+08:00
Oregon Route 120,United States of America,Oregon Department of Transportation,2002-07-24,Template:Attached KML/Oregon Route 120,UTC−08:00
Maryland Route 182,United States of America,Maryland State Highway Administration,1927-01-01,Template:Attached KML/Maryland Route 182,UTC−05:00
Maryland Route 355,United States of America,Maryland State Highway Administration,1954-01-01,Template:Attached KML/Maryland Route 355,UTC−05:00
Maryland Route 187,United States of America,Maryland State Highway Administration,1927-01-01,Template:Attached KML/Maryland Route 187,Eastern Time Zone
Maryland Route 390,United States of America,Maryland State Highway Administration,1930-01-01,Template:Attached KML/Maryland Route 390,UTC−05:00
Maryland Route 97,United States of America,Maryland State Highway Administration,1933-01-01,Template:Attached KML/Maryland Route 97,Eastern Time Zone
