col0,col1,col2,col3
Implemento ativo de moagem,Museu of Itaipú collection,7.3,Sítio Arqueológico Duna Grande
Calcificação,Museu of Itaipú collection,0.7,Sítio Arqueológico Duna Grande
Calcificação,Museu of Itaipú collection,1.3,Sítio Arqueológico Duna Grande
Calcificação,Museu of Itaipú collection,0.9,Sítio Arqueológico Duna Grande
Calcificação,Museu of Itaipú collection,0.7,Sítio Arqueológico Duna Grande
Calcificação,Museu of Itaipú collection,1.3,Sítio Arqueológico Duna Grande
Calcificação,Museu of Itaipú collection,1.1,Sítio Arqueológico Duna Grande
Calcificação,Museu of Itaipú collection,1.5,Sítio Arqueológico Duna Grande
Cleithrum,Museu of Itaipú collection,2.4,Sítio Arqueológico Duna Grande
Fragmento de Valva de molusco,Coleção Hildo de Mello Ribeiro,9,Sítio Arqueológico Duna Grande
Valva de molusco,Coleção Hildo de Mello Ribeiro,5.7,Sítio Arqueológico Duna Grande
