col0,col1,col2,col3
Fortifications of Vauban,France,Arras citadel,group
"Bat, Al-and Al-Ayn Khutm",Oman,Al-Ayn,archaeological site
Vyšehrad,Czech Republic,Vyšehrad cemetery,ruins
Amberd,Armenia,Vahramashen Church,ruins
Fortifications of Vauban,France,Arras citadel,fortress
Akershus Fortress,Norway,Akershus fengselskirke,fortress
Vyšehrad,Czech Republic,Vyšehrad cemetery,fortress
Kalemegdan Park,Serbia,Zindan Gate,fortress
Amberd,Armenia,Vahramashen Church,fortress
Fortress of Luxembourg,Luxembourg,Beinchen bridge,fortress
Ulm Fortress,Germany,Fort Wilhelmsburg,fortress
"Bat, Al-and Al-Ayn Khutm",Oman,Al-Ayn,fortress
Akershus Fortress,Norway,Akershus fengselskirke,castle
Kalemegdan Park,Serbia,Zindan Gate,park
Akershus Fortress,Norway,Akershus fengselskirke,heritage site
