col0,col1,col2,col3,col4,col5
1971 Vuelta a Guatemala,Vuelta a Guatemala,1972 Vuelta a Guatemala,Saturnino Rustrián,Guatemala,1971-01-01
1970 Vuelta a Guatemala,Vuelta a Guatemala,1971 Vuelta a Guatemala,Antonio Menéndez,Guatemala,1970-01-01
1969 Vuelta a Guatemala,Vuelta a Guatemala,1970 Vuelta a Guatemala,Fulgencio Sánchez,Guatemala,1969-01-01
1968 Vuelta a Guatemala,Vuelta a Guatemala,1969 Vuelta a Guatemala,Manuel Galera Magdelano,Guatemala,1968-01-01
1967 Vuelta a Guatemala,Vuelta a Guatemala,1968 Vuelta a Guatemala,Saturnino Rustrián,Guatemala,1967-01-01
1966 Vuelta a Guatemala,Vuelta a Guatemala,1967 Vuelta a Guatemala,Saturnino Rustrián,Guatemala,1966-01-01
1965 Vuelta a Guatemala,Vuelta a Guatemala,1966 Vuelta a Guatemala,José Segú,Guatemala,1965-01-01
1964 Vuelta a Guatemala,Vuelta a Guatemala,1965 Vuelta a Guatemala,Rubén Darío Gómez,Guatemala,1964-01-01
1963 Vuelta a Guatemala,Vuelta a Guatemala,1964 Vuelta a Guatemala,Juan Pontaza,Guatemala,1963-01-01
1962 Vuelta a Guatemala,Vuelta a Guatemala,1963 Vuelta a Guatemala,Esteban Martín Jiménez,Guatemala,1962-01-01
