col0,col1,col2,col3,col4
1982 Tour de Vendée,France,1981 Tour de Vendée,Tour de Vendée,1983 Tour de Vendée
2018 Tour de Vendée,France,2017 Tour de Vendée,Tour de Vendée,2019 Tour de Vendée
2017 Tour de Vendée,France,2016 Tour de Vendée,Tour de Vendée,2018 Tour de Vendée
2016 Tour de Vendée,France,2015 Tour de Vendée,Tour de Vendée,2017 Tour de Vendée
2015 Tour de Vendée,France,2014 Tour de Vendée,Tour de Vendée,2016 Tour de Vendée
2014 Tour de Vendée,France,2013 Tour de Vendée,Tour de Vendée,2015 Tour de Vendée
2013 Tour de Vendée,France,2012 Tour de Vendée,Tour de Vendée,2014 Tour de Vendée
2007 Tour de Vendée,France,2006 Tour de Vendée,Tour de Vendée,2008 Tour de Vendée
2005 Tour de Vendée,France,2004 Tour de Vendée,Tour de Vendée,2006 Tour de Vendée
2004 Tour de Vendée,France,2003 Tour de Vendée,Tour de Vendée,2005 Tour de Vendée
2003 Tour de Vendée,France,2002 Tour de Vendée,Tour de Vendée,2004 Tour de Vendée
2002 Tour de Vendée,France,2001 Tour de Vendée,Tour de Vendée,2003 Tour de Vendée
