col0,col1,col2,col3,col4
The Lion King,Hans Zimmer,color,Jonathan Roberts,musical film
One Hundred and One Dalmatians,Helene Stanley,color,Bill Peet,drama film
The Adventures of Ichabod and Mr. Toad,Merle Cox,color,Harry Reeves,children's film
Make Mine Music,Charles Philippi,color,Dick Kinney,fantasy film
The Lion King,Hans Zimmer,color,Irene Mecchi,drama film
Make Mine Music,Thelma Witmer,color,John Walbridge,musical film
The Lion King,Hans Zimmer,color,Jonathan Roberts,drama film
The Adventures of Ichabod and Mr. Toad,Robert O. Cook,color,Harry Reeves,fantasy film
Make Mine Music,Ed Benedict,color,Dick Kelsey,musical film
One Hundred and One Dalmatians,Dale Barnhart,color,Bill Peet,musical film
The Jungle Book,Al Dempster,color,Bill Peet,fantasy film
One Hundred and One Dalmatians,Bill Peet,color,Bill Peet,drama film
