col0,col1,col2,col3
Doc,Seven Dwarfs,male,white hair
Junior,Jungle Patrol,male,brown hair
Ziggy,The Vultures,male,brown hair
Gerald Broflovski,Gerald and Sheila Broflovski,male,brown hair
Calliope,The Muses,female,brown hair
Terpsichore,The Muses,female,brown hair
Drizella Tremaine,Anastasia and Drizella Tremaine,female,brown hair
Thalia,Muses,female,brown hair
Horace,Jasper and Horace,male,black hair
Jasper,Jasper and Horace,male,black hair
Stromboli,Disney villains,male,black hair
Merryweather,"Flora, Fauna and Merryweather",female,black hair
Flaps,The Vultures,male,blond
Tweedledee,Tweedledum and Tweedledee,male,red hair
