col0,col1,col2,col3
2015–16 Cypriot First Division,2016–17 UEFA Women's Champions League,association football,Cyprus Football Association
2016–17 Cypriot First Division,2017–18 UEFA Champions League,association football,Cyprus Football Association
2015–16 Cypriot Cup,2016–17 UEFA Europa League,association football,Cyprus Football Association
2015–16 Cypriot First Division,2016–17 UEFA Champions League,association football,Cyprus Football Association
2014–15 Cypriot First Division,2015–16 UEFA Women's Champions League,association football,Cyprus Football Association
2017 Belarusian First League,2018 Belarusian Premier League,association football,Football Federation of Belarus
2017 Superettan,2018 Allsvenskan,association football,Swedish Football Association
2016–17 Football League,2017–18 Superleague Greece,association football,Hellenic Football Federation
2015–16 Football League,2016–17 Superleague Greece,association football,Hellenic Football Federation
2016-17 Croatian First Football League,2017–18 UEFA Champions League,association football,Croatian Football Federation
2017-18 Ekstraklasa,2018–19 UEFA Champions League,association football,Polish Football Association
