col0,col1,col2,col3
Kingdom of Saxony,state in the Confederation of the Rhine,Saxon thaler,German Empire
Georgian Soviet Socialist Republic,former administrative territorial entity,Soviet ruble,Soviet Union
Kingdom of Hungary,historical country,Austro-Hungarian krone,Austrian Empire
Kingdom of Württemberg,historical country,German gold mark,German Empire
Kingdom of Saxony,historical country,Saxon thaler,German Empire
Ukrainian Soviet Socialist Republic,historical country,Soviet ruble,Soviet Union
Armenian Soviet Socialist Republic,historical country,Soviet ruble,Soviet Union
Azerbaijan Soviet Socialist Republic,historical country,Soviet ruble,Soviet Union
Estonian Soviet Socialist Republic,historical country,Soviet ruble,Soviet Union
Georgian Soviet Socialist Republic,historical country,Soviet ruble,Soviet Union
Byelorussian Soviet Socialist Republic,historical country,Soviet ruble,Soviet Union
