col0,col1,col2,col3,col4,col5,col6,col7
V831 Centauri,4.593,binary star,12,198.073310782,216,8.61,Centaurus
Pi Cassiopeiae,4.949,binary star,12.9,10.8669534470021,40,18.5596,Cassiopeia
AO Cassiopeiae,6.14,binary star,-31.1,4.429428760285,120,0.5522,Cassiopeia
HD 50123,5.747,binary star,13,102.5972824641846,175,5.1709,Canis Major
18 Aquilae,5.086,binary star,-18.7,286.74417872208,50,4.67,Aquila
Omicron Persei,3.83,binary star,12.2,56.079716849,90,2.91,Perseus
Lambda Columbae,4.87,variable star,30,88.2786757300979,88,9.6655,Columba
18 Aquilae,5.086,variable star,-18.7,286.74417872208,50,4.67,Aquila
48 Tauri,6.3,star,41.05,63.9428517196271,68,21.339,Taurus
HD 5066,6.688,star,17.2,13.2224100186876,121,4.0215,Andromeda
Sigma Lupi,4.423,star,-1.5,218.1544027875,119,6.748,Lupus
V831 Centauri,4.593,star,12,198.073310782,216,8.61,Centaurus
Pi Cassiopeiae,4.949,star,12.9,10.8669534470021,40,18.5596,Cassiopeia
35 Piscium,6.01,star,2.6,3.74516871420458,66,13.3128,Pisces
Lambda Librae,5.027,star,-2,238.3335637671145,137,8.5645,Libra
