col0,col1,col2,col3,col4
Villach,Carinthie,district of Austria,501,UTC+01:00
Steyr,Steyr-Land District,district of Austria,310,UTC+01:00
Wels,Wels-Land District,district of Austria,317,UTC+01:00
Salzburg,Salzachkreis,district of Austria,424,UTC+01:00
Graz,Styria,district of Austria,353,UTC+01:00
Villach,Carinthie,municipality of Austria,501,UTC+01:00
Steyr,Steyr-Land District,municipality of Austria,310,UTC+01:00
Wels,Wels-Land District,municipality of Austria,317,UTC+01:00
Salzburg,Salzachkreis,municipality of Austria,424,UTC+01:00
Graz,Styria,municipality of Austria,353,UTC+01:00
Villach,Carinthie,statutory city of Austria,501,UTC+01:00
