col0,col1,col2,col3
man wearing a loincloth-AM 2119,Claude F. A. Schaeffer,silver,"Room 300, display case 7"
Human head with pyramidal headress,Jean Perrot,ivory,"Room 303, display case 6"
Baal brandishing a thunderbolt-AO 11598,Claude F. A. Schaeffer,gold,"Room 301, display case 7"
Head of a lion-AO 231,Ernest de Sarzec,limestone,"Room 236, display case 5"
Head of a cow of Hathor-E 27300,Institut Français d'Archéologie Orientale,terracotta,"Room 636, display case 3"
Ptah-N 5174 E,Auguste Mariette,bronze,"Room 643, display case 21"
figurine-plaquette of a woman-Sb 3698,Roland de Mecquenem,bone,"Room 310, display case 2"
figurine-plaquette of a hermaphrodite-Sb 2953,Roland de Mecquenem,bone,"Room 310, display case 2"
head of a woman-Sb 3700,Roland de Mecquenem,bone,"Room 310, display case 2"
head of a woman-Sb 3082,Roland de Mecquenem,bone,"Room 310, display case 2"
bust of a woman-Sb 3695,Roland de Mecquenem,bone,"Room 310, display case 2"
