col0,col1,col2,col3,col4,col5,col6
silver-129,isotope of silver,82,1056381,4.5,silver,128.944197
silver-125,isotope of silver,78,1036664.25,4.5,silver,124.930735
silver-123,isotope of silver,76,1025549.769,3.5,silver,122.925337062
silver-122,isotope of silver,75,1019036.476,3,silver,121.923664448
silver-121,isotope of silver,74,1014261.93,3.5,silver,120.920125282
silver-119,isotope of silver,72,1002362.228,0.5,silver,118.915570293
silver-117,isotope of silver,70,989755.884,0.5,silver,116.911773974
silver-116,isotope of silver,69,982045.212,0,silver,115.911386812
silver-115,isotope of silver,68,976413.825,0.5,silver,114.908767363
silver-114,isotope of silver,67,968290.692,1,silver,113.908823031
silver-113,isotope of silver,66,962315.345,0.5,silver,112.906572858
silver-111,isotope of silver,64,947361.357,0.5,silver,110.905296816
