col0,col1,col2,col3,col4
Seventh Heaven,William Fox,4:3,Harry H. Caldwell,George E. Stone
Smiling Irish Eyes,John McCormick,4:3,Alexander Hall,Colleen Moore
Queen Kelly,Gloria Swanson,4:3,Viola Lawrence,Sylvia Ashton
Sadie Thompson,Raoul Walsh,4:3,C. Gardner Sullivan,Lionel Barrymore
Seventh Heaven,William Fox,4:3,Harry H. Caldwell,Emile Chautard
Le Dernier Combat,Luc Besson,2.35:1,Sophie Schmit,Petra Schersing
Seventh Heaven,William Fox,4:3,Harry H. Caldwell,Janet Gaynor
The Devious Path,Fred Lyssa,4:3,Georg Wilhelm Pabst,Fritz Odemar
Le Dernier Combat,Luc Besson,2.35:1,Sophie Schmit,Christiane Krüger
The Blackguard,Erich Pommer,4:3,Alfred Hitchcock,Robert Leffler
The Devious Path,Fred Lyssa,4:3,Georg Wilhelm Pabst,Hertha von Walther
The Blackguard,Erich Pommer,4:3,Alfred Hitchcock,Walter Rilla
Le Dernier Combat,Luc Besson,2.35:1,Sophie Schmit,Fritz Wepper
The Devious Path,Fred Lyssa,4:3,Georg Wilhelm Pabst,Brigitte Helm
