col0,col1,col2,col3,col4,col5,col6,col7
2002 French Open,2002-01-01,2003 French Open,France,tennis,2001 French Open,French Open,2002 French Open – Men's Singles
1987 French Open,1987-01-01,1988 French Open,France,tennis,1986 French Open,French Open,1987 French Open – Women's Doubles
1983 French Open,1983-01-01,1984 French Open,France,tennis,1982 French Open,French Open,1983 French Open – Women's Singles
1931 French Championships,1931-01-01,1932 French Championships,France,tennis,1930 French Championships,French Open,1931 French Championships – Men's Singles
1965 French Championships,1965-01-01,1966 French Championships,France,tennis,1964 French Championships,French Open,1965 French Championships – Men's Singles
1926 French Championships,1926-01-01,1927 French Championships,France,tennis,1925 French Championships,French Open,1926 French Championships – Men's Singles
1992 French Open,1992-01-01,1993 French Open,France,tennis,1991 French Open,French Open,1992 French Open – Men's Singles
1966 French Championships,1966-01-01,1967 French Championships,France,tennis,1965 French Championships,French Open,1966 French Championships – Men's Singles
1993 French Open,1993-01-01,1994 French Open,France,tennis,1992 French Open,French Open,1993 French Open – Women's Doubles
1927 French Championships,1927-01-01,1928 French Championships,France,tennis,1926 French Championships,French Open,1927 French Championships – Men's Singles
