col0,col1,col2,col3,col4,col5
Miramare Castle,national museum,Italy,Italian national heritage,Trieste,1860-01-01
Villa Medici,art collection,Italy,Italian national heritage,Poggio a Caiano,1520-01-01
Chiswick House,historic house museum,United Kingdom,scheduled monument,Chiswick,1729-01-01
Haga park,ensemble,Sweden,governmental listed building complex,Solna Municipality,1797-01-01
Miramare Castle,real property,Italy,Italian national heritage,Trieste,1860-01-01
Felsengarten Sanspareil,geotope,Germany,architectural heritage monument in Bavaria,Wonsees,1744-01-01
Miramare Castle,castle,Italy,Italian national heritage,Trieste,1860-01-01
parc Monceau,urban park,France,monument historique classé,Europe,1852-01-01
Karl-Bittel-Park,park,Germany,Kulturdenkmal,Worms,1896-01-01
parc Mużakowski,park,Poland,UNESCO World Heritage Site,Bad Muskau,1815-01-01
Villa Medici,palace,Italy,Italian national heritage,Poggio a Caiano,1520-01-01
Parc Jean-Jacques Rousseau,English garden,France,registered historic monument,Ermenonville,1765-01-01
